1,1,1,1,-1,-1,1,-1,-1,X_vence
1,1,1,1,-1,-1,-1,1,-1,X_vence
1,1,1,1,-1,-1,-1,-1,1,X_vence
1,1,1,1,-1,-1,-1,0,0,X_vence
1,1,1,1,-1,-1,0,-1,0,X_vence
1,1,1,1,-1,-1,0,0,-1,X_vence
1,1,1,1,-1,0,-1,-1,0,X_vence
1,1,1,1,-1,0,-1,0,-1,X_vence
1,1,1,1,-1,0,0,-1,-1,X_vence
1,1,1,1,0,-1,-1,-1,0,X_vence
1,1,1,1,0,-1,-1,0,-1,X_vence
1,1,1,1,0,-1,0,-1,-1,X_vence
1,1,1,-1,1,-1,1,-1,-1,X_vence
1,1,1,-1,1,-1,-1,1,-1,X_vence
1,1,1,-1,1,-1,-1,-1,1,X_vence
1,1,1,-1,1,-1,-1,0,0,X_vence
1,1,1,-1,1,-1,0,-1,0,X_vence
1,1,1,-1,1,-1,0,0,-1,X_vence
1,1,1,-1,1,0,-1,-1,0,X_vence
1,1,1,-1,1,0,-1,0,-1,X_vence
1,1,1,-1,1,0,0,-1,-1,X_vence
1,1,1,-1,-1,1,1,-1,-1,X_vence
1,1,1,-1,-1,1,-1,1,-1,X_vence
1,1,1,-1,-1,1,-1,-1,1,X_vence
1,1,1,-1,-1,1,-1,0,0,X_vence
1,1,1,-1,-1,1,0,-1,0,X_vence
1,1,1,-1,-1,1,0,0,-1,X_vence
1,1,1,-1,-1,0,1,-1,0,X_vence
1,1,1,-1,-1,0,1,0,-1,X_vence
1,1,1,-1,-1,0,-1,1,0,X_vence
1,1,1,-1,-1,0,-1,0,1,X_vence
1,1,1,-1,-1,0,0,1,-1,X_vence
1,1,1,-1,-1,0,0,-1,1,X_vence
1,1,1,-1,-1,0,0,0,0,X_vence
1,1,1,-1,0,1,-1,-1,0,X_vence
1,1,1,-1,0,1,-1,0,-1,X_vence
1,1,1,-1,0,1,0,-1,-1,X_vence
1,1,1,-1,0,-1,1,-1,0,X_vence
1,1,1,-1,0,-1,1,0,-1,X_vence
1,1,1,-1,0,-1,-1,1,0,X_vence
1,1,1,-1,0,-1,-1,0,1,X_vence
1,1,1,-1,0,-1,0,1,-1,X_vence
1,1,1,-1,0,-1,0,-1,1,X_vence
1,1,1,-1,0,-1,0,0,0,X_vence
1,1,1,-1,0,0,1,-1,-1,X_vence
1,1,1,-1,0,0,-1,1,-1,X_vence
1,1,1,-1,0,0,-1,-1,1,X_vence
1,1,1,-1,0,0,-1,0,0,X_vence
1,1,1,-1,0,0,0,-1,0,X_vence
1,1,1,-1,0,0,0,0,-1,X_vence
1,1,1,0,1,-1,-1,-1,0,X_vence
1,1,1,0,1,-1,-1,0,-1,X_vence
1,1,1,0,1,-1,0,-1,-1,X_vence
1,1,1,0,-1,1,-1,-1,0,X_vence
1,1,1,0,-1,1,-1,0,-1,X_vence
1,1,1,0,-1,1,0,-1,-1,X_vence
1,1,1,0,-1,-1,1,-1,0,X_vence
1,1,1,0,-1,-1,1,0,-1,X_vence
1,1,1,0,-1,-1,-1,1,0,X_vence
1,1,1,0,-1,-1,-1,0,1,X_vence
1,1,1,0,-1,-1,0,1,-1,X_vence
1,1,1,0,-1,-1,0,-1,1,X_vence
1,1,1,0,-1,-1,0,0,0,X_vence
1,1,1,0,-1,0,1,-1,-1,X_vence
1,1,1,0,-1,0,-1,1,-1,X_vence
1,1,1,0,-1,0,-1,-1,1,X_vence
1,1,1,0,-1,0,-1,0,0,X_vence
1,1,1,0,-1,0,0,-1,0,X_vence
1,1,1,0,-1,0,0,0,-1,X_vence
1,1,1,0,0,-1,1,-1,-1,X_vence
1,1,1,0,0,-1,-1,1,-1,X_vence
1,1,1,0,0,-1,-1,-1,1,X_vence
1,1,1,0,0,-1,-1,0,0,X_vence
1,1,1,0,0,-1,0,-1,0,X_vence
1,1,1,0,0,-1,0,0,-1,X_vence
1,1,1,0,0,0,-1,-1,0,X_vence
1,1,1,0,0,0,-1,0,-1,X_vence
1,1,1,0,0,0,0,-1,-1,X_vence
1,1,-1,1,1,-1,-1,-1,1,X_vence
1,1,-1,1,-1,1,1,-1,-1,X_vence
1,1,-1,1,-1,-1,1,-1,1,X_vence
1,1,-1,1,-1,-1,1,0,0,X_vence
1,1,-1,1,-1,0,1,-1,0,X_vence
1,1,-1,1,-1,0,1,0,-1,X_vence
1,1,-1,1,0,-1,1,-1,0,X_vence
1,1,-1,1,0,0,1,-1,-1,X_vence
1,1,-1,-1,1,1,-1,1,-1,X_vence
1,1,-1,-1,1,1,-1,-1,1,X_vence
1,1,-1,-1,1,-1,1,-1,1,X_vence
1,1,-1,-1,1,-1,-1,1,1,X_vence
1,1,-1,-1,1,-1,0,1,0,X_vence
1,1,-1,-1,1,-1,0,0,1,X_vence
1,1,-1,-1,1,0,-1,1,0,X_vence
1,1,-1,-1,1,0,-1,0,1,X_vence
1,1,-1,-1,1,0,0,1,-1,X_vence
1,1,-1,-1,1,0,0,-1,1,X_vence
1,1,-1,0,1,-1,-1,1,0,X_vence
1,1,-1,0,1,-1,-1,0,1,X_vence
1,1,-1,0,1,-1,0,-1,1,X_vence
1,1,-1,0,1,0,-1,1,-1,X_vence
1,1,-1,0,1,0,-1,-1,1,X_vence
1,1,0,1,-1,-1,1,-1,0,X_vence
1,1,0,1,-1,-1,1,0,-1,X_vence
1,1,0,1,-1,0,1,-1,-1,X_vence
1,1,0,1,0,-1,1,-1,-1,X_vence
1,1,0,-1,1,-1,-1,1,0,X_vence
1,1,0,-1,1,-1,-1,0,1,X_vence
1,1,0,-1,1,-1,0,1,-1,X_vence
1,1,0,-1,1,-1,0,-1,1,X_vence
1,1,0,-1,1,0,-1,1,-1,X_vence
1,1,0,-1,1,0,-1,-1,1,X_vence
1,1,0,0,1,-1,-1,1,-1,X_vence
1,1,0,0,1,-1,-1,-1,1,X_vence
1,-1,1,1,1,-1,1,-1,-1,X_vence
1,-1,1,1,1,-1,-1,-1,1,X_vence
1,-1,1,1,-1,-1,1,1,-1,X_vence
1,-1,1,1,-1,-1,1,0,0,X_vence
1,-1,1,1,-1,0,1,0,-1,X_vence
1,-1,1,1,0,-1,1,-1,0,X_vence
1,-1,1,1,0,-1,1,0,-1,X_vence
1,-1,1,1,0,0,1,-1,-1,X_vence
1,-1,1,-1,1,1,1,-1,-1,X_vence
1,-1,1,-1,1,1,-1,-1,1,X_vence
1,-1,1,-1,1,-1,1,1,-1,X_vence
1,-1,1,-1,1,-1,1,-1,1,X_vence
1,-1,1,-1,1,-1,1,0,0,X_vence
1,-1,1,-1,1,-1,-1,1,1,X_vence
1,-1,1,-1,1,-1,0,0,1,X_vence
1,-1,1,-1,1,0,1,-1,0,X_vence
1,-1,1,-1,1,0,1,0,-1,X_vence
1,-1,1,-1,1,0,-1,0,1,X_vence
1,-1,1,-1,1,0,0,-1,1,X_vence
1,-1,1,-1,-1,1,-1,1,1,X_vence
1,-1,1,-1,-1,1,0,0,1,X_vence
1,-1,1,-1,0,1,-1,0,1,X_vence
1,-1,1,-1,0,1,0,-1,1,X_vence
1,-1,1,0,1,-1,1,-1,0,X_vence
1,-1,1,0,1,-1,1,0,-1,X_vence
1,-1,1,0,1,-1,-1,0,1,X_vence
1,-1,1,0,1,-1,0,-1,1,X_vence
1,-1,1,0,1,0,1,-1,-1,X_vence
1,-1,1,0,1,0,-1,-1,1,X_vence
1,-1,1,0,-1,1,-1,0,1,X_vence
1,-1,1,0,0,1,-1,-1,1,X_vence
1,-1,-1,1,1,1,1,-1,-1,X_vence
1,-1,-1,1,1,1,-1,1,-1,X_vence
1,-1,-1,1,1,1,-1,-1,1,X_vence
1,-1,-1,1,1,1,-1,0,0,X_vence
1,-1,-1,1,1,1,0,-1,0,X_vence
1,-1,-1,1,1,1,0,0,-1,X_vence
1,-1,-1,1,1,-1,1,-1,1,X_vence
1,-1,-1,1,1,-1,1,0,0,X_vence
1,-1,-1,1,1,-1,-1,1,1,X_vence
1,-1,-1,1,1,-1,0,0,1,X_vence
1,-1,-1,1,1,0,1,-1,0,X_vence
1,-1,-1,1,1,0,1,0,-1,X_vence
1,-1,-1,1,1,0,-1,0,1,X_vence
1,-1,-1,1,1,0,0,-1,1,X_vence
1,-1,-1,1,-1,1,1,1,-1,X_vence
1,-1,-1,1,-1,1,1,0,0,X_vence
1,-1,-1,1,-1,-1,1,1,1,X_vence
1,-1,-1,1,-1,0,1,1,0,X_vence
1,-1,-1,1,-1,0,1,0,1,X_vence
1,-1,-1,1,0,1,1,-1,0,X_vence
